date,sku,units-sold
12-5-2012,34b56ab7,426
12-6-2012,1cc77eae72,493
12-7-2012,88f4fbd642b69fac,440
12-8-2012,34b56ab7,337
12-9-2012,2b5eba53a32699,81
12-10-2012,88f4fbd642b69fac,275
12-11-2012,88f4fbd642b69fac,250
12-12-2012,34b56ab7,79
12-13-2012,1cc77eae72,295
12-14-2012,1cc77eae72,161
12-15-2012,34b56ab7,491
12-16-2012,1cc77eae72,475
12-17-2012,88f4fbd642b69fac,288
12-18-2012,34b56ab7,282
12-19-2012,1cc77eae72,92
12-20-2012,34b56ab7,491
12-21-2012,1cc77eae72,393
12-22-2012,88f4fbd642b69fac,218
12-23-2012,34b56ab7,478
12-24-2012,34b56ab7,167
12-25-2012,88f4fbd642b69fac,163
12-26-2012,1cc77eae72,146
12-27-2012,88f4fbd642b69fac,185
12-28-2012,1cc77eae72,164
12-29-2012,88f4fbd642b69fac,159
12-30-2012,3e080b,317
12-31-2012,88f4fbd642b69fac,446
1-1-2013,2b5eba53a32699,84
1-2-2013,3e080b,298
1-3-2013,0444e582,120
1-4-2013,34b56ab7,242
1-5-2013,88f4fbd642b69fac,70
1-6-2013,88f4fbd642b69fac,228
1-7-2013,1cc77eae72,272
1-8-2013,34b56ab7,168
1-9-2013,1cc77eae72,102
1-10-2013,88f4fbd642b69fac,124
1-11-2013,1cc77eae72,353
1-12-2013,1cc77eae72,305
1-13-2013,1cc77eae72,104
1-14-2013,88f4fbd642b69fac,332
1-15-2013,88f4fbd642b69fac,75
1-16-2013,0444e582,434
1-17-2013,1cc77eae72,217
1-18-2013,1cc77eae72,405
1-19-2013,34b56ab7,434
1-20-2013,0444e582,180
1-21-2013,34b56ab7,363
1-22-2013,1cc77eae72,249
1-23-2013,34b56ab7,406
1-24-2013,0444e582,96
1-25-2013,34b56ab7,57
1-26-2013,3e080b,448
1-27-2013,1cc77eae72,190
1-28-2013,88f4fbd642b69fac,287
1-29-2013,88f4fbd642b69fac,489
1-30-2013,34b56ab7,153
1-31-2013,88f4fbd642b69fac,417
2-1-2013,88f4fbd642b69fac,478
2-2-2013,3e080b,160
2-3-2013,1cc77eae72,313
2-4-2013,1cc77eae72,206
2-5-2013,34b56ab7,412
2-6-2013,88f4fbd642b69fac,305
2-7-2013,1cc77eae72,97
2-8-2013,3e080b,251
2-9-2013,88f4fbd642b69fac,263
2-10-2013,34b56ab7,191
2-11-2013,1cc77eae72,465
2-12-2013,3e080b,491
2-13-2013,1cc77eae72,249
2-14-2013,34b56ab7,441
2-15-2013,34b56ab7,147
2-16-2013,88f4fbd642b69fac,481
2-17-2013,34b56ab7,341
2-18-2013,34b56ab7,215
2-19-2013,34b56ab7,347
2-20-2013,88f4fbd642b69fac,328
2-21-2013,88f4fbd642b69fac,494
2-22-2013,1cc77eae72,65
2-23-2013,34b56ab7,474
2-24-2013,88f4fbd642b69fac,401
2-25-2013,3e080b,51
2-26-2013,2b5eba53a32699,491
2-27-2013,88f4fbd642b69fac,128
2-28-2013,34b56ab7,270
3-1-2013,88f4fbd642b69fac,325
3-2-2013,34b56ab7,205
3-3-2013,88f4fbd642b69fac,423
3-4-2013,34b56ab7,410
3-5-2013,88f4fbd642b69fac,338
3-6-2013,1cc77eae72,361
3-7-2013,2b5eba53a32699,92
3-8-2013,88f4fbd642b69fac,282
3-9-2013,1cc77eae72,222
3-10-2013,34b56ab7,489
3-11-2013,88f4fbd642b69fac,220
3-12-2013,1cc77eae72,87
3-13-2013,88f4fbd642b69fac,77
3-14-2013,0444e582,94
3-15-2013,88f4fbd642b69fac,420
3-16-2013,3e080b,269
3-17-2013,34b56ab7,460
3-18-2013,34b56ab7,301
3-19-2013,1cc77eae72,219
3-20-2013,1cc77eae72,171
3-21-2013,1cc77eae72,393
3-22-2013,88f4fbd642b69fac,309
3-23-2013,34b56ab7,188
3-24-2013,2b5eba53a32699,151
3-25-2013,2b5eba53a32699,212
3-26-2013,1cc77eae72,132
3-27-2013,1cc77eae72,254
3-28-2013,1cc77eae72,468
3-29-2013,1cc77eae72,175
3-30-2013,1cc77eae72,183
3-31-2013,88f4fbd642b69fac,232
4-1-2013,1cc77eae72,380
4-2-2013,34b56ab7,133
4-3-2013,1cc77eae72,82
4-4-2013,88f4fbd642b69fac,226
4-5-2013,1cc77eae72,464
4-6-2013,1cc77eae72,354
4-7-2013,88f4fbd642b69fac,399
4-8-2013,88f4fbd642b69fac,416
4-9-2013,34b56ab7,388
4-10-2013,1cc77eae72,118
4-11-2013,88f4fbd642b69fac,99
4-12-2013,34b56ab7,320
4-13-2013,88f4fbd642b69fac,81
4-14-2013,88f4fbd642b69fac,96
4-15-2013,34b56ab7,373
4-16-2013,1cc77eae72,267
4-17-2013,3e080b,152
4-18-2013,88f4fbd642b69fac,96
4-19-2013,1cc77eae72,248
4-20-2013,1cc77eae72,498
4-21-2013,2b5eba53a32699,439
4-22-2013,88f4fbd642b69fac,130
4-23-2013,34b56ab7,459
4-24-2013,88f4fbd642b69fac,467
4-25-2013,3e080b,151
4-26-2013,2b5eba53a32699,221
4-27-2013,2b5eba53a32699,459
4-28-2013,88f4fbd642b69fac,359
4-29-2013,34b56ab7,366
4-30-2013,88f4fbd642b69fac,89
5-1-2013,34b56ab7,309
5-2-2013,0444e582,137
5-3-2013,88f4fbd642b69fac,286
5-4-2013,1cc77eae72,79
5-5-2013,88f4fbd642b69fac,487
5-6-2013,34b56ab7,178
5-7-2013,88f4fbd642b69fac,230
5-8-2013,2b5eba53a32699,371
5-9-2013,1cc77eae72,243
5-10-2013,2b5eba53a32699,181
5-11-2013,2b5eba53a32699,65
5-12-2013,88f4fbd642b69fac,433
5-13-2013,34b56ab7,314
5-14-2013,2b5eba53a32699,61
5-15-2013,1cc77eae72,431
5-16-2013,88f4fbd642b69fac,440
5-17-2013,34b56ab7,413
5-18-2013,88f4fbd642b69fac,192
5-19-2013,3e080b,359
5-20-2013,88f4fbd642b69fac,479
5-21-2013,88f4fbd642b69fac,168
5-22-2013,34b56ab7,96
5-23-2013,2b5eba53a32699,469
5-24-2013,1cc77eae72,223
5-25-2013,88f4fbd642b69fac,410
5-26-2013,34b56ab7,81
5-27-2013,34b56ab7,190
5-28-2013,34b56ab7,84
5-29-2013,3e080b,240
5-30-2013,34b56ab7,436
5-31-2013,34b56ab7,340
6-1-2013,1cc77eae72,119
6-2-2013,88f4fbd642b69fac,184
6-3-2013,1cc77eae72,454
6-4-2013,1cc77eae72,390
6-5-2013,0444e582,156
6-6-2013,34b56ab7,356
6-7-2013,34b56ab7,67
6-8-2013,34b56ab7,368
6-9-2013,2b5eba53a32699,254
6-10-2013,2b5eba53a32699,411
6-11-2013,34b56ab7,136
6-12-2013,88f4fbd642b69fac,364
6-13-2013,0444e582,406
6-14-2013,88f4fbd642b69fac,183
6-15-2013,34b56ab7,482
6-16-2013,88f4fbd642b69fac,486
6-17-2013,1cc77eae72,420
6-18-2013,0444e582,144
6-19-2013,88f4fbd642b69fac,471
6-20-2013,88f4fbd642b69fac,319
6-21-2013,34b56ab7,330
6-22-2013,1cc77eae72,293
6-23-2013,1cc77eae72,129
6-24-2013,88f4fbd642b69fac,118
6-25-2013,1cc77eae72,74
6-26-2013,88f4fbd642b69fac,290
6-27-2013,34b56ab7,300
6-28-2013,1cc77eae72,424
6-29-2013,1cc77eae72,102
6-30-2013,88f4fbd642b69fac,443
7-1-2013,88f4fbd642b69fac,402
7-2-2013,34b56ab7,448
7-3-2013,1cc77eae72,68
7-4-2013,1cc77eae72,295
7-5-2013,1cc77eae72,124
7-6-2013,1cc77eae72,277
7-7-2013,1cc77eae72,431
7-8-2013,88f4fbd642b69fac,398
7-9-2013,1cc77eae72,93
7-10-2013,3e080b,370
7-11-2013,34b56ab7,57
7-12-2013,88f4fbd642b69fac,133
7-13-2013,1cc77eae72,214
7-14-2013,34b56ab7,70
7-15-2013,88f4fbd642b69fac,462
7-16-2013,88f4fbd642b69fac,307
7-17-2013,1cc77eae72,296
7-18-2013,1cc77eae72,115
7-19-2013,34b56ab7,352
7-20-2013,88f4fbd642b69fac,469
7-21-2013,88f4fbd642b69fac,471
7-22-2013,1cc77eae72,474
7-23-2013,34b56ab7,500
7-24-2013,88f4fbd642b69fac,79
7-25-2013,34b56ab7,412
7-26-2013,34b56ab7,223
7-27-2013,34b56ab7,214
7-28-2013,88f4fbd642b69fac,190
7-29-2013,88f4fbd642b69fac,93
7-30-2013,34b56ab7,264
7-31-2013,34b56ab7,171
8-1-2013,2b5eba53a32699,279
8-2-2013,3e080b,428
8-3-2013,1cc77eae72,263
8-4-2013,34b56ab7,380
8-5-2013,1cc77eae72,476
8-6-2013,34b56ab7,106
8-7-2013,88f4fbd642b69fac,479
8-8-2013,88f4fbd642b69fac,315
8-9-2013,3e080b,336
8-10-2013,1cc77eae72,273
8-11-2013,1cc77eae72,436
8-12-2013,88f4fbd642b69fac,213
8-13-2013,34b56ab7,119
8-14-2013,88f4fbd642b69fac,366
8-15-2013,34b56ab7,103
8-16-2013,88f4fbd642b69fac,159
8-17-2013,34b56ab7,479
8-18-2013,34b56ab7,206
8-19-2013,34b56ab7,88
8-20-2013,88f4fbd642b69fac,454
8-21-2013,1cc77eae72,265
8-22-2013,88f4fbd642b69fac,375
8-23-2013,1cc77eae72,427
8-24-2013,88f4fbd642b69fac,384
8-25-2013,88f4fbd642b69fac,277
8-26-2013,1cc77eae72,133
8-27-2013,88f4fbd642b69fac,154
8-28-2013,34b56ab7,361
8-29-2013,34b56ab7,159
8-30-2013,88f4fbd642b69fac,172
8-31-2013,88f4fbd642b69fac,244
9-1-2013,34b56ab7,103
9-2-2013,1cc77eae72,344
9-3-2013,1cc77eae72,320
9-4-2013,88f4fbd642b69fac,386
9-5-2013,88f4fbd642b69fac,167
9-6-2013,34b56ab7,488
9-7-2013,1cc77eae72,467
9-8-2013,3e080b,478
9-9-2013,88f4fbd642b69fac,189
9-10-2013,88f4fbd642b69fac,394
9-11-2013,1cc77eae72,363
9-12-2013,88f4fbd642b69fac,278
9-13-2013,88f4fbd642b69fac,92
9-14-2013,88f4fbd642b69fac,202
9-15-2013,2b5eba53a32699,435
9-16-2013,1cc77eae72,56
9-17-2013,3e080b,420
9-18-2013,34b56ab7,116
9-19-2013,1cc77eae72,66
9-20-2013,88f4fbd642b69fac,59
9-21-2013,1cc77eae72,106
9-22-2013,88f4fbd642b69fac,346
9-23-2013,1cc77eae72,74
9-24-2013,88f4fbd642b69fac,254
9-25-2013,34b56ab7,162
9-26-2013,34b56ab7,408
9-27-2013,88f4fbd642b69fac,149
9-28-2013,88f4fbd642b69fac,426
9-29-2013,34b56ab7,145
9-30-2013,88f4fbd642b69fac,228
10-1-2013,34b56ab7,465
10-2-2013,0444e582,216
10-3-2013,34b56ab7,483
10-4-2013,88f4fbd642b69fac,276
10-5-2013,88f4fbd642b69fac,434
10-6-2013,34b56ab7,393
10-7-2013,88f4fbd642b69fac,479
10-8-2013,34b56ab7,387
10-9-2013,2b5eba53a32699,51
10-10-2013,34b56ab7,75
10-11-2013,34b56ab7,193
10-12-2013,1cc77eae72,67
10-13-2013,34b56ab7,416
10-14-2013,88f4fbd642b69fac,156
10-15-2013,34b56ab7,243
10-16-2013,1cc77eae72,205
10-17-2013,34b56ab7,66
10-18-2013,34b56ab7,359
10-19-2013,34b56ab7,268
10-20-2013,88f4fbd642b69fac,365
10-21-2013,1cc77eae72,100
10-22-2013,1cc77eae72,127
10-23-2013,1cc77eae72,389
10-24-2013,1cc77eae72,317
10-25-2013,0444e582,133
10-26-2013,34b56ab7,210
10-27-2013,88f4fbd642b69fac,174
10-28-2013,1cc77eae72,82
10-29-2013,3e080b,103
10-30-2013,1cc77eae72,369
10-31-2013,3e080b,490
11-1-2013,88f4fbd642b69fac,142
11-2-2013,34b56ab7,331
11-3-2013,1cc77eae72,352
11-4-2013,34b56ab7,466
11-5-2013,3e080b,390
11-6-2013,2b5eba53a32699,295
11-7-2013,1cc77eae72,70
11-8-2013,88f4fbd642b69fac,64
11-9-2013,1cc77eae72,446
11-10-2013,1cc77eae72,157
11-11-2013,1cc77eae72,402
11-12-2013,34b56ab7,386
11-13-2013,88f4fbd642b69fac,380
11-14-2013,34b56ab7,247
11-15-2013,1cc77eae72,484
11-16-2013,88f4fbd642b69fac,389
11-17-2013,34b56ab7,147
11-18-2013,88f4fbd642b69fac,165
11-19-2013,88f4fbd642b69fac,143
11-20-2013,34b56ab7,133
11-21-2013,34b56ab7,109
11-22-2013,34b56ab7,157
11-23-2013,88f4fbd642b69fac,489
11-24-2013,34b56ab7,371
11-25-2013,1cc77eae72,107
11-26-2013,1cc77eae72,72
11-27-2013,88f4fbd642b69fac,59
11-28-2013,88f4fbd642b69fac,451
11-29-2013,34b56ab7,485
11-30-2013,34b56ab7,70
12-1-2013,34b56ab7,152
12-2-2013,88f4fbd642b69fac,359
12-3-2013,34b56ab7,183
12-4-2013,34b56ab7,381
12-5-2013,2b5eba53a32699,126
12-6-2013,88f4fbd642b69fac,285
12-7-2013,88f4fbd642b69fac,254
12-8-2013,34b56ab7,471
12-9-2013,34b56ab7,449
12-10-2013,88f4fbd642b69fac,126
12-11-2013,88f4fbd642b69fac,62
12-12-2013,88f4fbd642b69fac,124
12-13-2013,88f4fbd642b69fac,493
12-14-2013,1cc77eae72,236
12-15-2013,88f4fbd642b69fac,197
12-16-2013,2b5eba53a32699,157
12-17-2013,2b5eba53a32699,330
12-18-2013,34b56ab7,326
12-19-2013,0444e582,154
12-20-2013,34b56ab7,186
12-21-2013,34b56ab7,361
12-22-2013,88f4fbd642b69fac,264
12-23-2013,34b56ab7,408
12-24-2013,1cc77eae72,437
12-25-2013,3e080b,452
12-26-2013,0444e582,172
12-27-2013,88f4fbd642b69fac,195
12-28-2013,1cc77eae72,440
12-29-2013,34b56ab7,485
12-30-2013,1cc77eae72,197
12-31-2013,1cc77eae72,241
1-1-2014,0444e582,220
1-2-2014,3e080b,142
1-3-2014,1cc77eae72,64
1-4-2014,88f4fbd642b69fac,290
1-5-2014,3e080b,279
1-6-2014,2b5eba53a32699,442
1-7-2014,34b56ab7,321
1-8-2014,34b56ab7,58
1-9-2014,34b56ab7,252
1-10-2014,88f4fbd642b69fac,483
1-11-2014,34b56ab7,474
1-12-2014,34b56ab7,358
1-13-2014,88f4fbd642b69fac,228
1-14-2014,2b5eba53a32699,273
1-15-2014,88f4fbd642b69fac,312
1-16-2014,1cc77eae72,72
1-17-2014,3e080b,116
1-18-2014,34b56ab7,186
1-19-2014,88f4fbd642b69fac,481
1-20-2014,34b56ab7,322
1-21-2014,1cc77eae72,79
1-22-2014,88f4fbd642b69fac,353
1-23-2014,34b56ab7,248
1-24-2014,34b56ab7,72
1-25-2014,1cc77eae72,361
1-26-2014,34b56ab7,142
1-27-2014,88f4fbd642b69fac,95
1-28-2014,1cc77eae72,310
1-29-2014,34b56ab7,284
1-30-2014,34b56ab7,492
1-31-2014,1cc77eae72,414
2-1-2014,34b56ab7,333
2-2-2014,88f4fbd642b69fac,105
2-3-2014,1cc77eae72,54
2-4-2014,34b56ab7,412
2-5-2014,1cc77eae72,390
2-6-2014,0444e582,432
2-7-2014,88f4fbd642b69fac,137
2-8-2014,1cc77eae72,405
2-9-2014,88f4fbd642b69fac,445
2-10-2014,1cc77eae72,71
2-11-2014,1cc77eae72,399
2-12-2014,0444e582,198
2-13-2014,88f4fbd642b69fac,140
2-14-2014,1cc77eae72,77
2-15-2014,88f4fbd642b69fac,238
2-16-2014,88f4fbd642b69fac,223
2-17-2014,88f4fbd642b69fac,351
2-18-2014,1cc77eae72,337
2-19-2014,2b5eba53a32699,75
2-20-2014,34b56ab7,136
2-21-2014,34b56ab7,119
2-22-2014,88f4fbd642b69fac,151
2-23-2014,88f4fbd642b69fac,254
2-24-2014,3e080b,495
2-25-2014,34b56ab7,381
2-26-2014,88f4fbd642b69fac,215
2-27-2014,88f4fbd642b69fac,143
2-28-2014,3e080b,89
3-1-2014,88f4fbd642b69fac,220
3-2-2014,1cc77eae72,59
3-3-2014,88f4fbd642b69fac,85
3-4-2014,0444e582,334
3-5-2014,34b56ab7,214
3-6-2014,2b5eba53a32699,210
3-7-2014,1cc77eae72,314
3-8-2014,34b56ab7,208
3-9-2014,34b56ab7,125
3-10-2014,88f4fbd642b69fac,132
3-11-2014,2b5eba53a32699,450
3-12-2014,34b56ab7,219
3-13-2014,34b56ab7,194
3-14-2014,34b56ab7,288
3-15-2014,34b56ab7,439
3-16-2014,0444e582,262
3-17-2014,34b56ab7,226
3-18-2014,88f4fbd642b69fac,83
3-19-2014,88f4fbd642b69fac,376
3-20-2014,88f4fbd642b69fac,448
3-21-2014,2b5eba53a32699,259
3-22-2014,88f4fbd642b69fac,51
3-23-2014,34b56ab7,87
3-24-2014,34b56ab7,487
3-25-2014,88f4fbd642b69fac,359
3-26-2014,1cc77eae72,461
3-27-2014,88f4fbd642b69fac,62
3-28-2014,0444e582,213
3-29-2014,88f4fbd642b69fac,50
3-30-2014,1cc77eae72,380
3-31-2014,88f4fbd642b69fac,295
4-1-2014,34b56ab7,336
4-2-2014,34b56ab7,337
4-3-2014,88f4fbd642b69fac,307
4-4-2014,1cc77eae72,92
4-5-2014,88f4fbd642b69fac,411
4-6-2014,3e080b,472
4-7-2014,88f4fbd642b69fac,499
4-8-2014,34b56ab7,95
4-9-2014,1cc77eae72,153
4-10-2014,34b56ab7,242
4-11-2014,1cc77eae72,443
4-12-2014,88f4fbd642b69fac,247
4-13-2014,34b56ab7,120
4-14-2014,1cc77eae72,307
4-15-2014,1cc77eae72,203
4-16-2014,1cc77eae72,251
4-17-2014,1cc77eae72,306
4-18-2014,88f4fbd642b69fac,456
4-19-2014,34b56ab7,149
4-20-2014,1cc77eae72,135
4-21-2014,34b56ab7,470
4-22-2014,2b5eba53a32699,119
4-23-2014,88f4fbd642b69fac,117
4-24-2014,1cc77eae72,65
4-25-2014,1cc77eae72,386
4-26-2014,34b56ab7,55
4-27-2014,34b56ab7,329
4-28-2014,3e080b,324
4-29-2014,88f4fbd642b69fac,226
4-30-2014,88f4fbd642b69fac,443
5-1-2014,34b56ab7,89
5-2-2014,1cc77eae72,127
5-3-2014,88f4fbd642b69fac,344
5-4-2014,1cc77eae72,321
5-5-2014,34b56ab7,470
5-6-2014,2b5eba53a32699,201
5-7-2014,2b5eba53a32699,428
5-8-2014,34b56ab7,487
5-9-2014,88f4fbd642b69fac,51
5-10-2014,88f4fbd642b69fac,293
5-11-2014,1cc77eae72,146
5-12-2014,1cc77eae72,477
5-13-2014,0444e582,245
5-14-2014,1cc77eae72,463
5-15-2014,88f4fbd642b69fac,56
5-16-2014,1cc77eae72,448
5-17-2014,34b56ab7,377
5-18-2014,34b56ab7,287
5-19-2014,1cc77eae72,456
5-20-2014,88f4fbd642b69fac,445
5-21-2014,88f4fbd642b69fac,182
5-22-2014,88f4fbd642b69fac,260
5-23-2014,1cc77eae72,290
5-24-2014,88f4fbd642b69fac,462
5-25-2014,88f4fbd642b69fac,253
5-26-2014,34b56ab7,280
5-27-2014,1cc77eae72,75
5-28-2014,1cc77eae72,187
5-29-2014,1cc77eae72,213
5-30-2014,88f4fbd642b69fac,101
5-31-2014,88f4fbd642b69fac,494
6-1-2014,34b56ab7,274
6-2-2014,2b5eba53a32699,404
6-3-2014,1cc77eae72,233
6-4-2014,88f4fbd642b69fac,404
6-5-2014,34b56ab7,79
6-6-2014,34b56ab7,408
6-7-2014,88f4fbd642b69fac,289
6-8-2014,34b56ab7,229
6-9-2014,34b56ab7,193
6-10-2014,34b56ab7,310
6-11-2014,88f4fbd642b69fac,278
6-12-2014,3e080b,175
6-13-2014,88f4fbd642b69fac,151
6-14-2014,34b56ab7,355
6-15-2014,34b56ab7,405
6-16-2014,34b56ab7,172
6-17-2014,1cc77eae72,410
6-18-2014,88f4fbd642b69fac,339
6-19-2014,1cc77eae72,112
6-20-2014,1cc77eae72,295
6-21-2014,88f4fbd642b69fac,229
6-22-2014,1cc77eae72,115
6-23-2014,88f4fbd642b69fac,273
6-24-2014,88f4fbd642b69fac,145
6-25-2014,34b56ab7,332
6-26-2014,34b56ab7,201
6-27-2014,88f4fbd642b69fac,462
6-28-2014,1cc77eae72,430
6-29-2014,34b56ab7,485
6-30-2014,34b56ab7,57
7-1-2014,88f4fbd642b69fac,493
7-2-2014,2b5eba53a32699,173
7-3-2014,88f4fbd642b69fac,429
7-4-2014,88f4fbd642b69fac,73
7-5-2014,34b56ab7,191
7-6-2014,3e080b,343
7-7-2014,1cc77eae72,496
7-8-2014,88f4fbd642b69fac,85
7-9-2014,88f4fbd642b69fac,224
7-10-2014,34b56ab7,60
7-11-2014,1cc77eae72,183
7-12-2014,1cc77eae72,429
7-13-2014,88f4fbd642b69fac,310
7-14-2014,1cc77eae72,245
7-15-2014,88f4fbd642b69fac,449
7-16-2014,1cc77eae72,480
7-17-2014,1cc77eae72,121
7-18-2014,88f4fbd642b69fac,243
7-19-2014,88f4fbd642b69fac,292
7-20-2014,88f4fbd642b69fac,368
7-21-2014,34b56ab7,231
7-22-2014,88f4fbd642b69fac,153
7-23-2014,34b56ab7,203
7-24-2014,0444e582,77
7-25-2014,1cc77eae72,75
7-26-2014,2b5eba53a32699,497
7-27-2014,88f4fbd642b69fac,298
7-28-2014,88f4fbd642b69fac,435
7-29-2014,34b56ab7,186
7-30-2014,34b56ab7,360
7-31-2014,1cc77eae72,182
8-1-2014,34b56ab7,350
8-2-2014,34b56ab7,155
8-3-2014,1cc77eae72,366
8-4-2014,34b56ab7,431
8-5-2014,88f4fbd642b69fac,194
8-6-2014,88f4fbd642b69fac,319
8-7-2014,88f4fbd642b69fac,269
8-8-2014,1cc77eae72,69
8-9-2014,34b56ab7,344
8-10-2014,0444e582,71
8-11-2014,34b56ab7,346
8-12-2014,34b56ab7,110
8-13-2014,34b56ab7,270
8-14-2014,88f4fbd642b69fac,374
8-15-2014,34b56ab7,221
8-16-2014,1cc77eae72,489
8-17-2014,34b56ab7,280
8-18-2014,88f4fbd642b69fac,280
8-19-2014,34b56ab7,314
8-20-2014,34b56ab7,395
8-21-2014,0444e582,355
8-22-2014,88f4fbd642b69fac,270
8-23-2014,1cc77eae72,143
8-24-2014,34b56ab7,85
8-25-2014,88f4fbd642b69fac,116
8-26-2014,34b56ab7,86
8-27-2014,1cc77eae72,391
8-28-2014,88f4fbd642b69fac,148
8-29-2014,34b56ab7,112
8-30-2014,88f4fbd642b69fac,289
8-31-2014,88f4fbd642b69fac,282
9-1-2014,34b56ab7,75
9-2-2014,88f4fbd642b69fac,294
9-3-2014,34b56ab7,334
9-4-2014,34b56ab7,388
9-5-2014,2b5eba53a32699,104
9-6-2014,88f4fbd642b69fac,125
9-7-2014,0444e582,138
9-8-2014,1cc77eae72,91
9-9-2014,34b56ab7,366
9-10-2014,1cc77eae72,466
9-11-2014,88f4fbd642b69fac,154
9-12-2014,1cc77eae72,88
9-13-2014,34b56ab7,500
9-14-2014,34b56ab7,349
9-15-2014,88f4fbd642b69fac,294
9-16-2014,34b56ab7,409
9-17-2014,2b5eba53a32699,163
9-18-2014,34b56ab7,390
9-19-2014,88f4fbd642b69fac,69
9-20-2014,88f4fbd642b69fac,154
9-21-2014,1cc77eae72,289
9-22-2014,34b56ab7,233
9-23-2014,0444e582,381
9-24-2014,88f4fbd642b69fac,113
9-25-2014,34b56ab7,276
9-26-2014,88f4fbd642b69fac,292
9-27-2014,1cc77eae72,448
9-28-2014,88f4fbd642b69fac,85
9-29-2014,88f4fbd642b69fac,56
9-30-2014,1cc77eae72,312
10-1-2014,1cc77eae72,432
10-2-2014,3e080b,352
10-3-2014,34b56ab7,276
10-4-2014,88f4fbd642b69fac,227
10-5-2014,88f4fbd642b69fac,269
10-6-2014,88f4fbd642b69fac,269
10-7-2014,1cc77eae72,89
10-8-2014,88f4fbd642b69fac,254
10-9-2014,34b56ab7,215
10-10-2014,88f4fbd642b69fac,381
10-11-2014,34b56ab7,247
10-12-2014,34b56ab7,456
10-13-2014,88f4fbd642b69fac,447
10-14-2014,34b56ab7,207
10-15-2014,0444e582,325
10-16-2014,88f4fbd642b69fac,285
10-17-2014,88f4fbd642b69fac,65
10-18-2014,1cc77eae72,259
10-19-2014,1cc77eae72,457
10-20-2014,34b56ab7,346
10-21-2014,1cc77eae72,270
10-22-2014,88f4fbd642b69fac,109
10-23-2014,34b56ab7,224
10-24-2014,34b56ab7,96
10-25-2014,1cc77eae72,394
10-26-2014,1cc77eae72,111
10-27-2014,88f4fbd642b69fac,118
10-28-2014,88f4fbd642b69fac,439
10-29-2014,34b56ab7,474
10-30-2014,34b56ab7,271
10-31-2014,1cc77eae72,431
11-1-2014,1cc77eae72,99
11-2-2014,1cc77eae72,114
11-3-2014,34b56ab7,267
11-4-2014,2b5eba53a32699,356
11-5-2014,88f4fbd642b69fac,378
11-6-2014,2b5eba53a32699,450
11-7-2014,34b56ab7,260
11-8-2014,88f4fbd642b69fac,305
11-9-2014,1cc77eae72,268
11-10-2014,34b56ab7,393
11-11-2014,34b56ab7,292
11-12-2014,34b56ab7,168
11-13-2014,34b56ab7,279
11-14-2014,34b56ab7,253
11-15-2014,1cc77eae72,207
11-16-2014,34b56ab7,362
11-17-2014,34b56ab7,397
11-18-2014,88f4fbd642b69fac,281
11-19-2014,0444e582,403
11-20-2014,88f4fbd642b69fac,355
11-21-2014,34b56ab7,463
11-22-2014,1cc77eae72,167
11-23-2014,34b56ab7,407
11-24-2014,1cc77eae72,314
11-25-2014,88f4fbd642b69fac,107
11-26-2014,1cc77eae72,181
11-27-2014,34b56ab7,318
11-28-2014,88f4fbd642b69fac,452
11-29-2014,1cc77eae72,283
11-30-2014,1cc77eae72,345
12-1-2014,88f4fbd642b69fac,491
12-2-2014,88f4fbd642b69fac,317
12-3-2014,1cc77eae72,412
12-4-2014,1cc77eae72,464
12-5-2014,88f4fbd642b69fac,287
12-6-2014,88f4fbd642b69fac,100
12-7-2014,34b56ab7,400
12-8-2014,34b56ab7,430
12-9-2014,88f4fbd642b69fac,233
12-10-2014,34b56ab7,157
12-11-2014,0444e582,308
12-12-2014,88f4fbd642b69fac,303
12-13-2014,34b56ab7,171
12-14-2014,34b56ab7,327
12-15-2014,88f4fbd642b69fac,99
12-16-2014,0444e582,52
12-17-2014,34b56ab7,52
12-18-2014,2b5eba53a32699,194
12-19-2014,1cc77eae72,120
12-20-2014,34b56ab7,222
12-21-2014,34b56ab7,307
12-22-2014,1cc77eae72,195
12-23-2014,1cc77eae72,421
12-24-2014,88f4fbd642b69fac,284
12-25-2014,0444e582,392
12-26-2014,1cc77eae72,474
12-27-2014,34b56ab7,255
12-28-2014,1cc77eae72,60
12-29-2014,0444e582,434
12-30-2014,88f4fbd642b69fac,366
12-31-2014,34b56ab7,116
1-1-2015,1cc77eae72,225
1-2-2015,34b56ab7,461
1-3-2015,88f4fbd642b69fac,355
1-4-2015,1cc77eae72,66
1-5-2015,3e080b,314
1-6-2015,88f4fbd642b69fac,263
1-7-2015,34b56ab7,460
1-8-2015,1cc77eae72,94
1-9-2015,1cc77eae72,433
1-10-2015,34b56ab7,462
1-11-2015,88f4fbd642b69fac,69
1-12-2015,1cc77eae72,298
1-13-2015,88f4fbd642b69fac,482
1-14-2015,34b56ab7,162
1-15-2015,88f4fbd642b69fac,53
1-16-2015,34b56ab7,156
1-17-2015,34b56ab7,158
1-18-2015,1cc77eae72,356
1-19-2015,88f4fbd642b69fac,170
1-20-2015,1cc77eae72,354
1-21-2015,34b56ab7,340
1-22-2015,88f4fbd642b69fac,145
1-23-2015,34b56ab7,335
1-24-2015,1cc77eae72,290
1-25-2015,88f4fbd642b69fac,84
1-26-2015,1cc77eae72,222
1-27-2015,88f4fbd642b69fac,254
