date,sku;units,genre,hour
14-May-2011,87A4E4-D8470A-CC2B77-AED206-77AA3D-4E3B4C-647EED-ECC5CE-25CB99;10|8|4|14|5|14|10|12|9,Masc,20:33
15-May-2011,77AA3D-9C88F3-647EED-AED206;18|5|20|20,Fem,10:32
16-May-2011,D8470A-9C88F3-87A4E4-77AA3D-ECC5CE-CC2B77-AED206-647EED-4E3B4C-25CB99;15|11|18|12|18|14|15|16|7|20,fem,11:18
17-May-2011,D8470A-AED206-4E3B4C-77AA3D-647EED;13|19|5|19|9,fem,20:07
18-May-2011,ECC5CE-25CB99-AED206-9C88F3;19|16|7|18,M,16:01
19-May-2011,25CB99-77AA3D-CC2B77-647EED-AED206;16|17|7|12|20,Masc,18:06
20-May-2011,77AA3D-ECC5CE-9C88F3-CC2B77-647EED-D8470A;12|15|18|19|13|14,-,8:48
21-May-2011,9C88F3-647EED-AED206-25CB99-D8470A-ECC5CE-CC2B77-77AA3D-4E3B4C-87A4E4;20|8|18|5|18|16|11|5|9|4,Fem,10:49
22-May-2011,AED206-77AA3D-4E3B4C-D8470A-25CB99-CC2B77-647EED-ECC5CE-87A4E4-9C88F3;5|17|13|5|19|19|18|19|8|10,-,12:35
23-May-2011,AED206-4E3B4C-CC2B77-9C88F3-87A4E4-25CB99-647EED-77AA3D-D8470A-ECC5CE;16|12|20|15|13|11|12|19|9|13,-,13:35
24-May-2011,25CB99-4E3B4C-ECC5CE-CC2B77-647EED-AED206-87A4E4-D8470A-9C88F3;10|9|10|6|12|17|11|10|15,Masc,8:38
25-May-2011,CC2B77-647EED-25CB99-AED206;20|8|17|13,Masc,11:50
26-May-2011,AED206-CC2B77-4E3B4C-ECC5CE-9C88F3-D8470A-647EED-87A4E4-25CB99;9|9|19|18|14|9|11|8|18,Masc,16:48
27-May-2011,ECC5CE-9C88F3-647EED-AED206-77AA3D;17|19|11|17|19,Masc,9:24
28-May-2011,9C88F3-4E3B4C-25CB99-ECC5CE-647EED-77AA3D;6|16|16|14|16|11,Fem,11:35
29-May-2011,25CB99-D8470A-647EED-AED206-77AA3D-87A4E4;12|5|19|13|18|4,-,20:04
30-May-2011,D8470A-9C88F3-AED206-87A4E4-4E3B4C-CC2B77-647EED-77AA3D-25CB99-ECC5CE;15|13|11|9|4|16|19|17|11|9,fem,14:34
31-May-2011,AED206-25CB99-D8470A-CC2B77-647EED-ECC5CE-77AA3D-9C88F3-87A4E4-4E3B4C;13|18|17|18|5|8|8|11|4|10,masc,15:15
1-Jun-2011,647EED-77AA3D-CC2B77-25CB99-4E3B4C-ECC5CE-D8470A-AED206-87A4E4-9C88F3;10|15|13|20|20|9|8|6|9|14,Male,19:48
2-Jun-2011,9C88F3-4E3B4C-87A4E4-AED206-ECC5CE-CC2B77;8|7|5|19|9|15,Fem,12:25
3-Jun-2011,4E3B4C-CC2B77-647EED-9C88F3-AED206-25CB99-D8470A-ECC5CE-87A4E4-77AA3D;11|8|19|8|10|18|16|19|12|14,masc,11:54
4-Jun-2011,CC2B77-4E3B4C-87A4E4-ECC5CE;5|12|5|7,masc,10:27
5-Jun-2011,77AA3D-9C88F3-4E3B4C-647EED-AED206;5|10|20|13|20,Masc,9:47
6-Jun-2011,647EED-ECC5CE-4E3B4C-25CB99;12|18|11|12,M,17:55
7-Jun-2011,D8470A-CC2B77-9C88F3-87A4E4-77AA3D-AED206-25CB99;17|14|14|14|8|8|19,Masc,9:29
8-Jun-2011,4E3B4C-D8470A-AED206-ECC5CE-25CB99;6|15|12|11|5,Fem,20:50
9-Jun-2011,4E3B4C-CC2B77-9C88F3-77AA3D-87A4E4-647EED-ECC5CE;6|7|18|17|9|12|13,Fem,11:08
10-Jun-2011,AED206-CC2B77-25CB99-D8470A-4E3B4C-ECC5CE-647EED-87A4E4-77AA3D;6|8|17|17|8|11|6|13|12,Masc,18:29
11-Jun-2011,9C88F3-D8470A-CC2B77-ECC5CE-87A4E4-647EED-25CB99-77AA3D-4E3B4C-AED206;5|18|10|15|14|4|12|9|16|11,Fem,15:28
12-Jun-2011,77AA3D-AED206-4E3B4C;8|14|4,fem,18:17
13-Jun-2011,ECC5CE-AED206-87A4E4-647EED-4E3B4C-9C88F3-77AA3D;15|13|5|7|13|12|4,Masc,14:49
14-Jun-2011,CC2B77-647EED-4E3B4C-25CB99-87A4E4-77AA3D;7|19|9|11|10|17,Male,18:49
15-Jun-2011,647EED-9C88F3-77AA3D-ECC5CE-4E3B4C-AED206-D8470A-CC2B77-87A4E4;18|4|20|20|7|15|17|4|16,Fem,17:43
16-Jun-2011,4E3B4C-ECC5CE-87A4E4;17|17|9,Male,17:32
17-Jun-2011,AED206-647EED-CC2B77-87A4E4-77AA3D-4E3B4C-9C88F3-ECC5CE-D8470A-25CB99;4|14|7|19|19|17|8|5|13|20,Female,14:53
18-Jun-2011,25CB99-647EED-77AA3D;18|7|7,F,9:34
19-Jun-2011,D8470A-AED206-9C88F3-ECC5CE-CC2B77-77AA3D-4E3B4C-25CB99-87A4E4-647EED;4|9|10|10|14|7|20|18|9|10,Fem,9:19
20-Jun-2011,77AA3D-87A4E4-647EED-25CB99-ECC5CE-4E3B4C-AED206-9C88F3-CC2B77-D8470A;17|20|6|10|16|10|17|10|9|19,fem,19:46
21-Jun-2011,77AA3D-87A4E4-D8470A-AED206-25CB99-9C88F3-4E3B4C-CC2B77;16|7|11|4|6|13|15|11,M,15:10
22-Jun-2011,9C88F3-AED206-4E3B4C-D8470A-CC2B77-ECC5CE-77AA3D-25CB99-647EED;9|14|19|8|18|16|7|11|18,masc,16:47
23-Jun-2011,CC2B77-9C88F3-77AA3D-4E3B4C-87A4E4;10|9|4|12|9,masc,9:17
24-Jun-2011,D8470A-647EED-CC2B77-9C88F3-25CB99-4E3B4C-AED206-87A4E4-ECC5CE-77AA3D;20|7|15|13|14|17|8|5|17|13,masc,15:30
25-Jun-2011,77AA3D-87A4E4-D8470A-25CB99;16|5|10|6,M,10:43
26-Jun-2011,CC2B77-AED206-4E3B4C-77AA3D-9C88F3-D8470A;7|14|12|20|5|7,Female,14:12
27-Jun-2011,ECC5CE-9C88F3-25CB99;4|12|18,Masc,20:47
28-Jun-2011,4E3B4C-77AA3D-647EED-25CB99-CC2B77;18|5|15|4|18,Fem,11:05
29-Jun-2011,25CB99-AED206-9C88F3-CC2B77-4E3B4C-ECC5CE;6|19|7|20|6|8,M,14:25
30-Jun-2011,D8470A-AED206-87A4E4-4E3B4C-77AA3D;16|15|11|4|7,Masc,16:04
1-Jul-2011,AED206-25CB99-CC2B77-77AA3D-4E3B4C;5|13|16|4|12,Male,20:49
2-Jul-2011,AED206-D8470A-CC2B77-9C88F3-87A4E4-77AA3D-25CB99-ECC5CE-647EED;7|11|8|4|5|9|4|14|5,-,17:23
3-Jul-2011,D8470A-AED206-4E3B4C-CC2B77-647EED;16|17|19|19|16,F,14:49
4-Jul-2011,AED206-ECC5CE-77AA3D-87A4E4-9C88F3-647EED-D8470A;5|16|15|4|11|14|5,Fem,14:32
5-Jul-2011,9C88F3-AED206-25CB99-D8470A;12|14|14|5,Fem,17:42
6-Jul-2011,CC2B77-647EED-4E3B4C-AED206-D8470A-9C88F3-87A4E4;7|16|15|10|18|5|6,M,17:51
7-Jul-2011,AED206-25CB99-ECC5CE;11|16|14,Fem,15:39
8-Jul-2011,ECC5CE-77AA3D-4E3B4C-87A4E4-9C88F3-CC2B77-AED206-25CB99-647EED-D8470A;7|6|13|19|8|13|14|13|10|8,fem,19:30
9-Jul-2011,647EED-CC2B77-87A4E4-D8470A-9C88F3-ECC5CE-4E3B4C;9|15|11|14|5|18|10,Masc,13:17
10-Jul-2011,25CB99-AED206-647EED-87A4E4-9C88F3-4E3B4C-D8470A-ECC5CE-77AA3D-CC2B77;13|11|5|6|17|17|6|9|10|18,M,11:11
11-Jul-2011,AED206-647EED-9C88F3-D8470A-25CB99-ECC5CE-CC2B77-87A4E4-4E3B4C-77AA3D;8|5|4|15|12|16|4|14|11|12,-,20:40
12-Jul-2011,25CB99-CC2B77-AED206-D8470A;13|12|16|5,Masc,20:38
13-Jul-2011,D8470A-77AA3D-9C88F3-4E3B4C;13|5|15|11,Male,10:35
14-Jul-2011,AED206-87A4E4-9C88F3-4E3B4C-ECC5CE-647EED-77AA3D-CC2B77-D8470A-25CB99;12|10|15|9|4|9|12|8|19|20,Masc,8:38
15-Jul-2011,AED206-9C88F3-4E3B4C-87A4E4-77AA3D-25CB99;14|13|5|8|18|7,Masc,15:34
16-Jul-2011,87A4E4-647EED-CC2B77-9C88F3-ECC5CE-77AA3D-D8470A-AED206;5|13|10|4|7|10|12|20,F,16:04
17-Jul-2011,9C88F3-647EED-4E3B4C-25CB99-ECC5CE-77AA3D-87A4E4;20|14|14|9|7|6|7,M,13:17
18-Jul-2011,87A4E4-D8470A-4E3B4C-647EED-9C88F3-ECC5CE-77AA3D-AED206-25CB99-CC2B77;12|9|10|9|9|12|16|12|12|20,Female,13:11
19-Jul-2011,25CB99-AED206-87A4E4-9C88F3-4E3B4C-ECC5CE-CC2B77-647EED;19|11|20|8|4|15|18|11,Fem,18:05
20-Jul-2011,77AA3D-D8470A-647EED-25CB99-4E3B4C;19|19|4|12|17,fem,9:50
21-Jul-2011,87A4E4-25CB99-D8470A-9C88F3-647EED-4E3B4C;10|12|20|13|17|8,-,15:27
22-Jul-2011,D8470A-4E3B4C-647EED-87A4E4-AED206-CC2B77;8|6|14|14|17|11,Masc,12:21
23-Jul-2011,87A4E4-25CB99-4E3B4C;19|20|18,Fem,14:42
24-Jul-2011,CC2B77-25CB99-4E3B4C-647EED-87A4E4-AED206-9C88F3-D8470A-77AA3D-ECC5CE;17|11|18|6|18|5|5|12|5|19,masc,17:13
25-Jul-2011,647EED-9C88F3-25CB99-87A4E4-ECC5CE-D8470A-AED206-77AA3D;4|4|20|10|19|18|11|20,-,8:16
26-Jul-2011,77AA3D-CC2B77-647EED;8|20|18,Fem,20:10
27-Jul-2011,25CB99-9C88F3-AED206-87A4E4-ECC5CE-CC2B77-77AA3D-647EED-D8470A;10|11|10|12|15|15|17|8|18,fem,11:55
28-Jul-2011,25CB99-77AA3D-D8470A-647EED-87A4E4-AED206-4E3B4C-CC2B77-9C88F3;13|19|10|5|15|13|14|17|9,fem,18:51
29-Jul-2011,ECC5CE-87A4E4-647EED-4E3B4C;5|19|6|14,fem,12:25
30-Jul-2011,647EED-CC2B77-25CB99-4E3B4C-D8470A-87A4E4-ECC5CE-AED206-77AA3D-9C88F3;6|8|6|18|14|16|14|14|8|20,Fem,11:38
31-Jul-2011,25CB99-AED206-CC2B77-87A4E4-D8470A-9C88F3-77AA3D;13|10|12|12|10|16|19,M,13:09
1-Aug-2011,CC2B77-77AA3D-9C88F3-4E3B4C-25CB99-ECC5CE-87A4E4-AED206-D8470A-647EED;14|9|14|16|19|6|6|19|12|7,Male,16:50
2-Aug-2011,77AA3D-25CB99-9C88F3-CC2B77-647EED-4E3B4C-87A4E4-ECC5CE-D8470A;4|11|12|20|14|15|14|9|11,Male,20:22
3-Aug-2011,9C88F3-CC2B77-ECC5CE-25CB99-647EED-D8470A;16|18|19|8|5|5,Fem,12:49
4-Aug-2011,CC2B77-9C88F3-647EED-4E3B4C-AED206-87A4E4-D8470A-25CB99-77AA3D;15|8|18|17|11|17|8|20|19,fem,20:42
5-Aug-2011,ECC5CE-CC2B77-25CB99-647EED-D8470A-87A4E4-4E3B4C-77AA3D-AED206-9C88F3;20|7|18|10|7|11|12|6|6|12,M,15:36
6-Aug-2011,9C88F3-ECC5CE-25CB99-4E3B4C-77AA3D-CC2B77-AED206-87A4E4;9|17|16|9|12|18|11|5,-,14:45
7-Aug-2011,25CB99-87A4E4-AED206-647EED;13|20|5|17,Masc,9:46
8-Aug-2011,87A4E4-CC2B77-25CB99-4E3B4C-D8470A-9C88F3-77AA3D-ECC5CE;13|6|11|20|18|5|13|17,Fem,10:52
9-Aug-2011,25CB99-CC2B77-D8470A-647EED;10|10|9|13,-,12:33
10-Aug-2011,77AA3D-D8470A-AED206;14|8|11,Fem,17:29
11-Aug-2011,87A4E4-647EED-AED206-4E3B4C-77AA3D-25CB99;4|17|17|4|14|10,M,17:42
12-Aug-2011,4E3B4C-87A4E4-CC2B77-ECC5CE-25CB99-9C88F3;6|16|20|7|11|12,Male,16:52
13-Aug-2011,77AA3D-ECC5CE-9C88F3-87A4E4-AED206-D8470A-4E3B4C-647EED-25CB99-CC2B77;6|10|14|6|14|16|16|18|4|15,F,20:19
14-Aug-2011,AED206-4E3B4C-647EED-CC2B77-ECC5CE-77AA3D-9C88F3-D8470A-87A4E4-25CB99;13|17|7|20|9|18|13|9|18|11,Male,8:55
15-Aug-2011,87A4E4-4E3B4C-CC2B77-ECC5CE-77AA3D-D8470A-25CB99;7|12|20|9|4|9|6,Fem,11:32
16-Aug-2011,25CB99-CC2B77-AED206-4E3B4C-9C88F3-87A4E4-647EED-ECC5CE-77AA3D-D8470A;5|9|15|9|19|8|9|10|6|11,M,20:55
17-Aug-2011,D8470A-9C88F3-77AA3D-AED206-87A4E4-647EED;10|4|5|12|15|7,-,13:28
18-Aug-2011,4E3B4C-AED206-87A4E4;8|17|10,M,18:54
19-Aug-2011,4E3B4C-AED206-D8470A-CC2B77;18|14|17|12,F,17:18
20-Aug-2011,4E3B4C-87A4E4-ECC5CE-77AA3D;10|4|16|5,Female,10:40
21-Aug-2011,77AA3D-25CB99-AED206-9C88F3-647EED-ECC5CE-87A4E4-4E3B4C-CC2B77;5|18|16|10|18|16|10|9|14,-,11:24
22-Aug-2011,4E3B4C-AED206-ECC5CE-87A4E4-647EED-CC2B77-77AA3D;4|9|17|16|8|15|4,Female,12:40
23-Aug-2011,87A4E4-25CB99-AED206-9C88F3-ECC5CE;8|7|14|13|7,Fem,19:20
24-Aug-2011,ECC5CE-9C88F3-25CB99;8|18|16,Female,13:55
25-Aug-2011,9C88F3-ECC5CE-D8470A-AED206-4E3B4C-77AA3D-87A4E4-647EED;11|20|11|5|11|18|5|6,Female,11:28
26-Aug-2011,CC2B77-87A4E4-D8470A-647EED-AED206-9C88F3-4E3B4C-ECC5CE-77AA3D;11|7|14|7|14|7|16|14|18,fem,17:19
27-Aug-2011,AED206-77AA3D-9C88F3-CC2B77-4E3B4C-ECC5CE;5|7|20|14|4|7,Female,17:38
28-Aug-2011,87A4E4-AED206-25CB99;14|11|14,Fem,15:49
29-Aug-2011,9C88F3-4E3B4C-25CB99-CC2B77-D8470A-ECC5CE-AED206;11|12|7|12|15|9|13,Masc,20:19
30-Aug-2011,25CB99-77AA3D-CC2B77-647EED;18|20|7|6,Female,8:33
31-Aug-2011,4E3B4C-87A4E4-647EED-D8470A;16|6|13|14,Masc,19:31
1-Sep-2011,D8470A-87A4E4-CC2B77-647EED-77AA3D-25CB99;8|17|9|9|18|7,Fem,8:07
2-Sep-2011,9C88F3-CC2B77-D8470A-25CB99-87A4E4-77AA3D-AED206;17|7|17|7|7|18|11,-,11:51
3-Sep-2011,ECC5CE-87A4E4-9C88F3-647EED-25CB99;15|8|19|4|15,masc,15:09
4-Sep-2011,CC2B77-AED206-77AA3D-25CB99-87A4E4-ECC5CE-9C88F3-647EED-4E3B4C;19|5|4|4|19|8|9|19|4,F,15:29
5-Sep-2011,AED206-25CB99-647EED;12|8|10,Female,15:54
6-Sep-2011,CC2B77-ECC5CE-4E3B4C-AED206-D8470A-25CB99-77AA3D-9C88F3-647EED-87A4E4;4|12|11|7|7|10|9|9|19|15,Female,15:09
7-Sep-2011,647EED-25CB99-77AA3D-CC2B77-4E3B4C-AED206-9C88F3-ECC5CE;19|7|7|9|19|20|14|8,Male,16:24
8-Sep-2011,25CB99-647EED-D8470A-CC2B77-AED206-9C88F3-77AA3D;5|8|10|13|17|10|19,Fem,18:46
9-Sep-2011,ECC5CE-AED206-D8470A-647EED-87A4E4-77AA3D-9C88F3-4E3B4C-CC2B77;13|11|20|19|18|18|4|16|7,Male,12:20
10-Sep-2011,9C88F3-77AA3D-CC2B77-D8470A;10|18|12|14,fem,10:41
11-Sep-2011,D8470A-647EED-77AA3D-87A4E4;8|15|12|19,Masc,11:49
12-Sep-2011,4E3B4C-9C88F3-647EED-25CB99-CC2B77-87A4E4-AED206-D8470A;7|6|9|18|18|20|14|7,-,9:26
13-Sep-2011,647EED-87A4E4-77AA3D-AED206-D8470A-CC2B77-4E3B4C;9|5|17|9|5|7|18,F,16:14
14-Sep-2011,ECC5CE-4E3B4C-AED206-77AA3D-647EED-9C88F3-25CB99-CC2B77-87A4E4;11|16|8|11|8|6|16|12|9,Male,12:23
15-Sep-2011,9C88F3-AED206-D8470A;15|16|9,Fem,19:04
16-Sep-2011,CC2B77-9C88F3-4E3B4C;5|13|14,Female,14:52
17-Sep-2011,647EED-CC2B77-AED206-D8470A-87A4E4-77AA3D-9C88F3-25CB99;14|7|5|14|19|13|15|14,Female,8:53
18-Sep-2011,CC2B77-D8470A-9C88F3-25CB99-87A4E4-647EED-77AA3D-AED206-ECC5CE;11|9|13|13|4|18|7|15|13,Female,12:10
19-Sep-2011,ECC5CE-647EED-77AA3D;15|20|9,Fem,18:12
20-Sep-2011,4E3B4C-647EED-D8470A-AED206-77AA3D-87A4E4-25CB99-ECC5CE-CC2B77-9C88F3;19|18|10|8|8|16|8|6|9|20,Fem,20:46
21-Sep-2011,25CB99-AED206-77AA3D-4E3B4C-ECC5CE-647EED-CC2B77;5|11|18|18|18|11|14,M,15:04
22-Sep-2011,AED206-25CB99-CC2B77-D8470A;12|10|12|9,Fem,15:38
23-Sep-2011,9C88F3-647EED-77AA3D-AED206-87A4E4-D8470A-25CB99-CC2B77-4E3B4C-ECC5CE;12|17|10|18|8|19|19|14|20|5,M,12:09
24-Sep-2011,9C88F3-647EED-CC2B77-AED206-4E3B4C-87A4E4-D8470A-ECC5CE;5|16|9|18|13|18|11|9,masc,10:24
25-Sep-2011,ECC5CE-9C88F3-77AA3D-87A4E4-AED206-647EED-25CB99-D8470A-CC2B77-4E3B4C;4|18|16|9|8|8|11|16|6|20,F,17:02
26-Sep-2011,AED206-4E3B4C-87A4E4-77AA3D-647EED-ECC5CE-D8470A-9C88F3-CC2B77;11|11|10|6|14|15|6|20|15,M,15:25
27-Sep-2011,87A4E4-25CB99-4E3B4C-D8470A;20|11|15|20,fem,10:40
28-Sep-2011,AED206-ECC5CE-4E3B4C-87A4E4-647EED-D8470A;20|19|11|12|16|14,-,17:34
29-Sep-2011,77AA3D-AED206-CC2B77-25CB99-647EED-ECC5CE;8|6|5|9|4|19,F,18:18
30-Sep-2011,D8470A-647EED-4E3B4C-77AA3D-87A4E4-9C88F3-ECC5CE-CC2B77-AED206;4|4|18|4|18|10|8|8|18,fem,10:10
1-Oct-2011,647EED-D8470A-4E3B4C-AED206-CC2B77-87A4E4-ECC5CE-25CB99;7|10|16|14|7|12|20|4,Fem,10:20
2-Oct-2011,77AA3D-D8470A-9C88F3-4E3B4C-647EED-25CB99;9|13|7|13|11|4,Male,12:35
3-Oct-2011,647EED-AED206-4E3B4C;18|15|4,fem,17:52
4-Oct-2011,647EED-ECC5CE-77AA3D-D8470A-CC2B77-87A4E4-9C88F3-25CB99;17|13|10|4|5|20|20|19,F,17:00
5-Oct-2011,4E3B4C-9C88F3-87A4E4-D8470A;11|8|11|12,F,9:18
6-Oct-2011,77AA3D-4E3B4C-25CB99-ECC5CE-9C88F3-87A4E4-CC2B77-647EED-D8470A-AED206;17|8|17|10|8|8|4|20|17|9,Fem,14:31
7-Oct-2011,CC2B77-AED206-D8470A-ECC5CE-4E3B4C-9C88F3-647EED;18|10|20|17|8|12|7,Male,9:38
8-Oct-2011,77AA3D-9C88F3-25CB99-87A4E4;7|9|5|14,-,8:40
9-Oct-2011,87A4E4-9C88F3-25CB99-D8470A-CC2B77-AED206-647EED-77AA3D-4E3B4C-ECC5CE;13|10|12|9|11|8|18|7|11|10,Male,18:41
10-Oct-2011,4E3B4C-D8470A-ECC5CE-CC2B77-87A4E4-25CB99-AED206-77AA3D-647EED-9C88F3;11|18|16|15|17|13|5|17|19|18,Female,17:02
11-Oct-2011,CC2B77-87A4E4-ECC5CE-647EED;4|20|13|14,Male,14:28
12-Oct-2011,D8470A-4E3B4C-ECC5CE-25CB99-CC2B77-AED206-87A4E4-9C88F3;7|17|10|18|8|10|11|7,Fem,18:39
13-Oct-2011,9C88F3-D8470A-AED206-CC2B77-87A4E4-647EED-77AA3D-25CB99-4E3B4C;19|15|13|20|4|13|7|20|6,masc,11:06
14-Oct-2011,647EED-AED206-9C88F3-25CB99;12|18|11|18,masc,17:47
15-Oct-2011,D8470A-ECC5CE-647EED-25CB99-87A4E4-77AA3D-CC2B77;17|8|17|10|19|20|13,fem,13:51
16-Oct-2011,77AA3D-9C88F3-25CB99-CC2B77;4|9|18|11,Male,15:37
17-Oct-2011,4E3B4C-25CB99-77AA3D;10|5|18,F,12:43
18-Oct-2011,4E3B4C-ECC5CE-AED206-77AA3D;13|18|15|11,-,15:32
19-Oct-2011,AED206-87A4E4-ECC5CE-9C88F3-647EED-77AA3D;4|15|13|19|9|5,Fem,20:09
20-Oct-2011,ECC5CE-4E3B4C-25CB99;20|13|5,masc,8:15
21-Oct-2011,647EED-D8470A-25CB99-ECC5CE-77AA3D-9C88F3-87A4E4-AED206-CC2B77;10|20|4|8|14|9|4|20|13,Male,20:15
22-Oct-2011,4E3B4C-647EED-87A4E4-77AA3D;12|9|14|7,F,10:43
23-Oct-2011,D8470A-87A4E4-77AA3D-25CB99-ECC5CE-4E3B4C-647EED-9C88F3-CC2B77;12|9|4|14|10|4|12|14|14,Masc,11:35
24-Oct-2011,AED206-25CB99-647EED-ECC5CE-9C88F3-D8470A;18|16|6|12|18|5,F,8:03
25-Oct-2011,ECC5CE-AED206-4E3B4C-25CB99-87A4E4-CC2B77-D8470A-9C88F3-647EED;15|4|13|4|11|20|10|11|10,masc,19:07
26-Oct-2011,87A4E4-CC2B77-77AA3D-D8470A-647EED-ECC5CE-AED206-4E3B4C-25CB99-9C88F3;4|4|15|20|20|10|18|6|19|16,Fem,12:42
27-Oct-2011,ECC5CE-9C88F3-D8470A-77AA3D;11|20|18|6,F,20:48
28-Oct-2011,AED206-D8470A-4E3B4C-647EED-9C88F3-87A4E4-ECC5CE-77AA3D-CC2B77-25CB99;10|18|20|5|11|8|7|13|20|7,Fem,9:17
29-Oct-2011,D8470A-9C88F3-77AA3D;4|9|6,M,12:51
30-Oct-2011,CC2B77-87A4E4-77AA3D-ECC5CE-647EED-AED206-25CB99-9C88F3;9|14|14|18|6|13|17|17,Masc,19:54
31-Oct-2011,647EED-77AA3D-AED206-4E3B4C-CC2B77-ECC5CE-87A4E4-D8470A-25CB99-9C88F3;20|20|15|8|9|7|8|14|5|4,M,8:38
1-Nov-2011,87A4E4-9C88F3-4E3B4C-647EED-25CB99-CC2B77-ECC5CE-AED206-D8470A;9|8|10|11|18|15|13|13|14,fem,12:02
2-Nov-2011,9C88F3-647EED-D8470A-4E3B4C-CC2B77-AED206-ECC5CE;5|18|6|19|16|18|20,Male,17:38
3-Nov-2011,4E3B4C-ECC5CE-D8470A-25CB99;11|4|12|14,Male,17:30
4-Nov-2011,647EED-25CB99-4E3B4C-9C88F3-ECC5CE-87A4E4-D8470A;9|4|9|14|18|20|7,M,15:43
5-Nov-2011,ECC5CE-77AA3D-87A4E4-AED206-4E3B4C-25CB99-CC2B77-D8470A-647EED-9C88F3;5|20|4|14|6|10|13|5|8|6,M,12:27
6-Nov-2011,87A4E4-D8470A-77AA3D-ECC5CE-647EED;6|6|14|13|4,F,16:23
7-Nov-2011,D8470A-25CB99-87A4E4-77AA3D-9C88F3-4E3B4C-ECC5CE;12|18|7|20|12|20|14,fem,15:17
8-Nov-2011,D8470A-25CB99-CC2B77-AED206;10|7|12|4,Masc,20:26
9-Nov-2011,AED206-ECC5CE-4E3B4C-25CB99-647EED-77AA3D-CC2B77-9C88F3-D8470A;13|16|19|14|15|14|6|5|19,Masc,16:43
10-Nov-2011,ECC5CE-25CB99-D8470A-647EED-9C88F3-77AA3D-CC2B77-4E3B4C-87A4E4-AED206;14|15|5|4|13|15|18|10|17|17,-,17:36
11-Nov-2011,9C88F3-77AA3D-ECC5CE-4E3B4C;6|11|4|12,fem,19:32
12-Nov-2011,4E3B4C-CC2B77-D8470A-ECC5CE-9C88F3-647EED-87A4E4;13|5|10|13|17|12|13,Masc,8:28
13-Nov-2011,4E3B4C-D8470A-CC2B77-77AA3D-25CB99-87A4E4;11|15|10|11|18|12,Masc,20:22
14-Nov-2011,4E3B4C-D8470A-77AA3D-AED206-25CB99-647EED-9C88F3-CC2B77-ECC5CE-87A4E4;15|15|4|14|19|14|20|4|6|18,-,11:11
15-Nov-2011,77AA3D-ECC5CE-87A4E4-D8470A-4E3B4C-CC2B77-AED206-9C88F3-25CB99-647EED;9|14|12|12|6|10|4|8|6|19,Masc,9:18
16-Nov-2011,D8470A-4E3B4C-647EED-CC2B77;19|12|12|20,Masc,15:54
17-Nov-2011,87A4E4-CC2B77-647EED-77AA3D-ECC5CE-D8470A-AED206;4|15|6|15|8|20|9,masc,13:07
18-Nov-2011,D8470A-25CB99-87A4E4-4E3B4C-ECC5CE-9C88F3;9|10|11|13|8|16,M,19:24
19-Nov-2011,647EED-AED206-77AA3D;17|10|13,Fem,20:46
20-Nov-2011,ECC5CE-4E3B4C-25CB99-AED206-77AA3D-D8470A-647EED-87A4E4-CC2B77-9C88F3;20|14|6|4|12|18|5|16|12|8,Fem,20:45
21-Nov-2011,647EED-87A4E4-77AA3D-4E3B4C-9C88F3-ECC5CE;5|4|5|20|9|11,fem,15:39
22-Nov-2011,D8470A-9C88F3-25CB99-ECC5CE-4E3B4C-647EED-87A4E4;7|17|12|14|11|10|19,-,8:43
23-Nov-2011,87A4E4-ECC5CE-25CB99-CC2B77-77AA3D-AED206-D8470A-9C88F3-647EED-4E3B4C;15|8|19|9|19|17|20|15|4|20,Masc,11:49
24-Nov-2011,4E3B4C-25CB99-AED206-87A4E4;5|12|18|9,M,12:51
25-Nov-2011,87A4E4-4E3B4C-77AA3D-ECC5CE-25CB99-CC2B77;11|10|7|17|4|18,fem,13:27
26-Nov-2011,D8470A-AED206-9C88F3;16|20|6,Masc,19:10
27-Nov-2011,647EED-25CB99-77AA3D;19|16|20,Masc,18:36
28-Nov-2011,D8470A-9C88F3-25CB99-CC2B77-AED206-4E3B4C-87A4E4-ECC5CE;11|10|11|4|9|5|15|7,masc,9:55
29-Nov-2011,D8470A-647EED-ECC5CE-CC2B77-87A4E4-AED206-25CB99;16|18|13|16|13|6|8,Female,14:02
30-Nov-2011,AED206-647EED-77AA3D-D8470A-25CB99-CC2B77-87A4E4;12|11|14|12|19|13|20,-,20:22
1-Dec-2011,647EED-87A4E4-4E3B4C-25CB99-ECC5CE-9C88F3-AED206;14|4|7|20|9|10|20,F,14:00
2-Dec-2011,25CB99-647EED-AED206;12|4|14,Fem,10:18
3-Dec-2011,D8470A-4E3B4C-647EED-87A4E4-ECC5CE-77AA3D-25CB99-AED206-9C88F3;18|10|5|20|5|15|6|10|10,F,14:39
4-Dec-2011,647EED-CC2B77-77AA3D-D8470A-AED206-ECC5CE-25CB99-9C88F3;11|15|17|14|18|5|16|15,masc,13:25
5-Dec-2011,77AA3D-4E3B4C-87A4E4-9C88F3-647EED-25CB99-CC2B77;4|6|14|7|4|5|15,Masc,15:29
6-Dec-2011,D8470A-CC2B77-4E3B4C-25CB99-ECC5CE-647EED-AED206-87A4E4;13|13|4|4|19|6|8|8,fem,9:07
7-Dec-2011,CC2B77-9C88F3-87A4E4-4E3B4C-25CB99-AED206;14|13|4|6|15|4,M,8:32
