date,sku,units,genre,hour,genre_cleaned,day,25CB99,87A4E4,CC2B77,AED206,9C88F3,ECC5CE,77AA3D,D8470A,647EED,4E3B4C
11-Mar-2011,9C88F3-4E3B4C-25CB99-87A4E4-CC2B77-77AA3D,18|18|20|4|19|6,Masc,19:30,M,Fri,20,4,19,0,18,0,6,0,0,18
12-Mar-2011,647EED-ECC5CE-AED206-87A4E4-CC2B77-4E3B4C,18|6|20|14|7|10,masc,15:40,M,Sat,0,14,7,20,0,6,0,0,18,10
13-Mar-2011,87A4E4-9C88F3-D8470A-ECC5CE-647EED-25CB99-77AA3D-AED206,19|10|10|20|13|5|6|19,Masc,8:21,M,Sun,5,19,0,19,10,20,6,10,13,0
14-Mar-2011,77AA3D-AED206-CC2B77,11|10|9,-,17:39,-,Mon,0,0,9,10,0,0,11,0,0,0
15-Mar-2011,77AA3D-AED206-25CB99-CC2B77-D8470A-4E3B4C-647EED-87A4E4-ECC5CE,15|18|17|9|20|6|4|20|9,masc,10:26,M,Tue,17,20,9,18,0,9,15,20,4,6
16-Mar-2011,D8470A-AED206-CC2B77-87A4E4,8|10|12|20,F,12:03,F,Wed,0,20,12,10,0,0,0,8,0,0
17-Mar-2011,77AA3D-87A4E4-AED206,11|20|13,Female,14:17,F,Thu,0,20,0,13,0,0,11,0,0,0
18-Mar-2011,87A4E4-4E3B4C-9C88F3-647EED-77AA3D-ECC5CE-D8470A,12|17|14|4|12|16|5,Fem,11:13,F,Fri,0,12,0,0,14,16,12,5,4,17
19-Mar-2011,77AA3D-CC2B77-ECC5CE-87A4E4-647EED-AED206,11|9|15|17|4|19,fem,14:15,F,Sat,0,17,9,19,0,15,11,0,4,0
20-Mar-2011,77AA3D-CC2B77-4E3B4C-9C88F3-AED206,11|20|6|11|20,Masc,9:30,M,Sun,0,0,20,20,11,0,11,0,0,6
21-Mar-2011,9C88F3-77AA3D-AED206-87A4E4-CC2B77,18|5|6|5|16,masc,15:53,M,Mon,0,5,16,6,18,0,5,0,0,0
22-Mar-2011,647EED-87A4E4-4E3B4C-77AA3D,5|10|7|13,Female,15:23,F,Tue,0,10,0,0,0,0,13,0,5,7
23-Mar-2011,D8470A-CC2B77-9C88F3-25CB99-647EED-ECC5CE-77AA3D-AED206,11|12|10|15|11|17|19|11,F,12:18,F,Wed,15,0,12,11,10,17,19,11,11,0
24-Mar-2011,647EED-25CB99-77AA3D-AED206-87A4E4-CC2B77-ECC5CE,5|18|15|15|16|17|15,-,10:34,-,Thu,18,16,17,15,0,15,15,0,5,0
25-Mar-2011,D8470A-4E3B4C-647EED-AED206-87A4E4-25CB99,4|11|9|13|5|15,Female,18:33,F,Fri,15,5,0,13,0,0,0,4,9,11
26-Mar-2011,9C88F3-25CB99-ECC5CE-77AA3D-CC2B77,19|20|6|7|5,F,14:50,F,Sat,20,0,5,0,19,6,7,0,0,0
27-Mar-2011,25CB99-AED206-9C88F3-CC2B77-D8470A-647EED,18|6|11|4|12|16,Fem,15:04,F,Sun,18,0,4,6,11,0,0,12,16,0
28-Mar-2011,87A4E4-9C88F3-4E3B4C-647EED-CC2B77-77AA3D-D8470A-25CB99,7|18|18|6|16|17|18|5,fem,17:09,F,Mon,5,7,16,0,18,0,17,18,6,18
29-Mar-2011,D8470A-647EED-87A4E4-9C88F3-AED206-ECC5CE,7|18|15|19|14|12,M,8:05,M,Tue,0,15,0,14,19,12,0,7,18,0
30-Mar-2011,D8470A-4E3B4C-AED206-77AA3D-25CB99-CC2B77-87A4E4-9C88F3-ECC5CE,9|5|8|12|5|6|5|11|9,Masc,12:24,M,Wed,5,5,6,8,11,9,12,9,0,5
31-Mar-2011,CC2B77-87A4E4-9C88F3-647EED-77AA3D-25CB99-D8470A-ECC5CE-AED206-4E3B4C,18|17|11|19|12|18|5|4|7|11,Fem,17:03,F,Thu,18,17,18,7,11,4,12,5,19,11
1-Apr-2011,ECC5CE-25CB99-CC2B77-AED206-77AA3D-D8470A-647EED,19|18|7|14|14|20|18,Male,11:16,M,Fri,18,0,7,14,0,19,14,20,18,0
2-Apr-2011,25CB99-4E3B4C-AED206-CC2B77-87A4E4-ECC5CE-77AA3D-9C88F3-D8470A,10|8|12|16|4|8|10|17|5,fem,12:42,F,Sat,10,4,16,12,17,8,10,5,0,8
3-Apr-2011,D8470A-4E3B4C-77AA3D-647EED-9C88F3,20|7|18|18|18,Male,17:15,M,Sun,0,0,0,0,18,0,18,20,18,7
4-Apr-2011,647EED-25CB99-ECC5CE,10|15|7,Masc,19:04,M,Mon,15,0,0,0,0,7,0,0,10,0
5-Apr-2011,4E3B4C-25CB99-647EED-77AA3D-ECC5CE,19|5|9|13|19,-,19:30,-,Tue,5,0,0,0,0,19,13,0,9,19
6-Apr-2011,77AA3D-87A4E4-AED206-CC2B77-4E3B4C,7|8|17|5|13,Fem,18:22,F,Wed,0,8,5,17,0,0,7,0,0,13
7-Apr-2011,25CB99-647EED-AED206-87A4E4-ECC5CE-4E3B4C-77AA3D-CC2B77-D8470A,11|12|9|15|4|14|5|15|5,fem,15:16,F,Thu,11,15,15,9,0,4,5,5,12,14
8-Apr-2011,77AA3D-4E3B4C-AED206-CC2B77,15|8|15|19,Male,8:50,M,Fri,0,0,19,15,0,0,15,0,0,8
9-Apr-2011,4E3B4C-87A4E4-AED206-ECC5CE-647EED-9C88F3-77AA3D-CC2B77-D8470A-25CB99,12|6|15|18|8|8|9|8|17|11,Masc,12:38,M,Sat,11,6,8,15,8,18,9,17,8,12
10-Apr-2011,77AA3D-AED206-D8470A-9C88F3-CC2B77-ECC5CE-647EED,10|19|15|4|17|4|19,-,20:53,-,Sun,0,0,17,19,4,4,10,15,19,0
11-Apr-2011,ECC5CE-4E3B4C-87A4E4-25CB99-77AA3D-AED206,4|9|20|4|8|18,masc,8:48,M,Mon,4,20,0,18,0,4,8,0,0,9
12-Apr-2011,87A4E4-9C88F3-D8470A-25CB99-77AA3D-647EED-AED206-CC2B77,13|19|12|4|17|17|15|7,Fem,20:38,F,Tue,4,13,7,15,19,0,17,12,17,0
13-Apr-2011,25CB99-AED206-D8470A-9C88F3-CC2B77-87A4E4-647EED,18|20|13|6|14|12|8,F,20:00,F,Wed,18,12,14,20,6,0,0,13,8,0
14-Apr-2011,25CB99-AED206-9C88F3,13|10|6,Male,17:50,M,Thu,13,0,0,10,6,0,0,0,0,0
15-Apr-2011,647EED-9C88F3-87A4E4-D8470A-AED206-4E3B4C,13|18|6|17|18|15,Fem,17:05,F,Fri,0,6,0,18,18,0,0,17,13,15
16-Apr-2011,25CB99-647EED-87A4E4-D8470A,11|15|12|19,Masc,17:30,M,Sat,11,12,0,0,0,0,0,19,15,0
17-Apr-2011,77AA3D-25CB99-AED206-CC2B77-4E3B4C-647EED,13|6|19|19|11|18,fem,13:03,F,Sun,6,0,19,19,0,0,13,0,18,11
18-Apr-2011,4E3B4C-9C88F3-ECC5CE-87A4E4-647EED-77AA3D-AED206-D8470A-CC2B77-25CB99,17|20|6|5|15|13|17|9|20|11,masc,19:20,M,Mon,11,5,20,17,20,6,13,9,15,17
19-Apr-2011,CC2B77-9C88F3-87A4E4-25CB99-AED206,9|12|5|12|16,Fem,18:21,F,Tue,12,5,9,16,12,0,0,0,0,0
20-Apr-2011,9C88F3-25CB99-77AA3D,14|10|10,Fem,17:17,F,Wed,10,0,0,0,14,0,10,0,0,0
21-Apr-2011,25CB99-87A4E4-647EED-9C88F3-AED206,11|8|13|13|15,fem,12:28,F,Thu,11,8,0,15,13,0,0,0,13,0
22-Apr-2011,CC2B77-77AA3D-87A4E4-4E3B4C-D8470A-25CB99-9C88F3-AED206-647EED,9|13|11|18|9|20|14|10|5,Masc,18:46,M,Fri,20,11,9,10,14,0,13,9,5,18
23-Apr-2011,ECC5CE-87A4E4-647EED,18|9|17,Masc,20:33,M,Sat,0,9,0,0,0,18,0,0,17,0
24-Apr-2011,87A4E4-647EED-9C88F3-CC2B77-ECC5CE-4E3B4C,10|19|20|20|11|14,F,14:08,F,Sun,0,10,20,0,20,11,0,0,19,14
25-Apr-2011,9C88F3-25CB99-CC2B77-D8470A-77AA3D-4E3B4C-ECC5CE-AED206-87A4E4-647EED,4|11|6|16|13|14|18|17|9|11,M,13:11,M,Mon,11,9,6,17,4,18,13,16,11,14
26-Apr-2011,AED206-9C88F3-CC2B77,4|7|5,Masc,16:44,M,Tue,0,0,5,4,7,0,0,0,0,0
27-Apr-2011,ECC5CE-647EED-D8470A-9C88F3-77AA3D-25CB99-4E3B4C-AED206,13|14|11|20|8|20|7|10,Masc,20:22,M,Wed,20,0,0,10,20,13,8,11,14,7
28-Apr-2011,647EED-9C88F3-AED206,20|9|14,Masc,11:50,M,Thu,0,0,0,14,9,0,0,0,20,0
29-Apr-2011,CC2B77-9C88F3-4E3B4C-ECC5CE-647EED-87A4E4,20|7|15|6|8|17,F,19:41,F,Fri,0,17,20,0,7,6,0,0,8,15
30-Apr-2011,ECC5CE-647EED-CC2B77-4E3B4C-25CB99-9C88F3,16|8|7|5|18|19,F,11:03,F,Sat,18,0,7,0,19,16,0,0,8,5
1-May-2011,647EED-87A4E4-AED206-9C88F3-77AA3D-ECC5CE-CC2B77-4E3B4C,11|16|17|13|18|17|8|15,Masc,11:49,M,Sun,0,16,8,17,13,17,18,0,11,15
2-May-2011,77AA3D-9C88F3-AED206-D8470A-647EED-CC2B77-87A4E4-4E3B4C-ECC5CE,6|18|19|16|9|14|6|6|11,-,14:52,-,Mon,0,6,14,19,18,11,6,16,9,6
3-May-2011,D8470A-647EED-CC2B77-25CB99-9C88F3-AED206-87A4E4-77AA3D-4E3B4C,11|5|4|18|12|12|6|15|10,masc,8:46,M,Tue,18,6,4,12,12,0,15,11,5,10
4-May-2011,9C88F3-ECC5CE-D8470A-4E3B4C-647EED-AED206,8|9|14|14|11|17,Masc,8:45,M,Wed,0,0,0,17,8,9,0,14,11,14
5-May-2011,87A4E4-ECC5CE-25CB99-647EED-4E3B4C-D8470A-CC2B77-9C88F3-AED206-77AA3D,19|5|10|13|8|13|7|17|18|4,masc,9:37,M,Thu,10,19,7,18,17,5,4,13,13,8
6-May-2011,87A4E4-4E3B4C-ECC5CE-CC2B77,10|19|12|20,F,17:07,F,Fri,0,10,20,0,0,12,0,0,0,19
7-May-2011,AED206-9C88F3-CC2B77-ECC5CE-647EED-87A4E4,20|14|9|6|7|10,M,13:22,M,Sat,0,10,9,20,14,6,0,0,7,0
8-May-2011,87A4E4-77AA3D-9C88F3-ECC5CE-647EED,19|6|13|7|18,F,11:30,F,Sun,0,19,0,0,13,7,6,0,18,0
9-May-2011,AED206-647EED-9C88F3-87A4E4-25CB99-CC2B77,20|20|8|14|16|15,Fem,9:15,F,Mon,16,14,15,20,8,0,0,0,20,0
10-May-2011,ECC5CE-4E3B4C-25CB99-CC2B77-87A4E4-9C88F3-D8470A-77AA3D-AED206-647EED,5|4|11|15|11|12|15|15|4|13,Fem,20:53,F,Tue,11,11,15,4,12,5,15,15,13,4
11-May-2011,AED206-87A4E4-CC2B77-4E3B4C-77AA3D-25CB99-ECC5CE,16|4|13|19|11|12|8,Fem,20:19,F,Wed,12,4,13,16,0,8,11,0,0,19
12-May-2011,87A4E4-AED206-647EED-77AA3D-9C88F3-4E3B4C-CC2B77-ECC5CE,10|17|18|17|18|14|19|11,Masc,11:50,M,Thu,0,10,19,17,18,11,17,0,18,14
13-May-2011,25CB99-87A4E4-647EED-ECC5CE,5|4|13|6,-,11:31,-,Fri,5,4,0,0,0,6,0,0,13,0
14-May-2011,87A4E4-D8470A-CC2B77-AED206-77AA3D-4E3B4C-647EED-ECC5CE-25CB99,10|8|4|14|5|14|10|12|9,Masc,20:33,M,Sat,9,10,4,14,0,12,5,8,10,14
15-May-2011,77AA3D-9C88F3-647EED-AED206,18|5|20|20,Fem,10:32,F,Sun,0,0,0,20,5,0,18,0,20,0
16-May-2011,D8470A-9C88F3-87A4E4-77AA3D-ECC5CE-CC2B77-AED206-647EED-4E3B4C-25CB99,15|11|18|12|18|14|15|16|7|20,fem,11:18,F,Mon,20,18,14,15,11,18,12,15,16,7
17-May-2011,D8470A-AED206-4E3B4C-77AA3D-647EED,13|19|5|19|9,fem,20:07,F,Tue,0,0,0,19,0,0,19,13,9,5
18-May-2011,ECC5CE-25CB99-AED206-9C88F3,19|16|7|18,M,16:01,M,Wed,16,0,0,7,18,19,0,0,0,0
19-May-2011,25CB99-77AA3D-CC2B77-647EED-AED206,16|17|7|12|20,Masc,18:06,M,Thu,16,0,7,20,0,0,17,0,12,0
20-May-2011,77AA3D-ECC5CE-9C88F3-CC2B77-647EED-D8470A,12|15|18|19|13|14,-,8:48,-,Fri,0,0,19,0,18,15,12,14,13,0
21-May-2011,9C88F3-647EED-AED206-25CB99-D8470A-ECC5CE-CC2B77-77AA3D-4E3B4C-87A4E4,20|8|18|5|18|16|11|5|9|4,Fem,10:49,F,Sat,5,4,11,18,20,16,5,18,8,9
22-May-2011,AED206-77AA3D-4E3B4C-D8470A-25CB99-CC2B77-647EED-ECC5CE-87A4E4-9C88F3,5|17|13|5|19|19|18|19|8|10,-,12:35,-,Sun,19,8,19,5,10,19,17,5,18,13
23-May-2011,AED206-4E3B4C-CC2B77-9C88F3-87A4E4-25CB99-647EED-77AA3D-D8470A-ECC5CE,16|12|20|15|13|11|12|19|9|13,-,13:35,-,Mon,11,13,20,16,15,13,19,9,12,12
24-May-2011,25CB99-4E3B4C-ECC5CE-CC2B77-647EED-AED206-87A4E4-D8470A-9C88F3,10|9|10|6|12|17|11|10|15,Masc,8:38,M,Tue,10,11,6,17,15,10,0,10,12,9
25-May-2011,CC2B77-647EED-25CB99-AED206,20|8|17|13,Masc,11:50,M,Wed,17,0,20,13,0,0,0,0,8,0
26-May-2011,AED206-CC2B77-4E3B4C-ECC5CE-9C88F3-D8470A-647EED-87A4E4-25CB99,9|9|19|18|14|9|11|8|18,Masc,16:48,M,Thu,18,8,9,9,14,18,0,9,11,19
27-May-2011,ECC5CE-9C88F3-647EED-AED206-77AA3D,17|19|11|17|19,Masc,9:24,M,Fri,0,0,0,17,19,17,19,0,11,0
28-May-2011,9C88F3-4E3B4C-25CB99-ECC5CE-647EED-77AA3D,6|16|16|14|16|11,Fem,11:35,F,Sat,16,0,0,0,6,14,11,0,16,16
29-May-2011,25CB99-D8470A-647EED-AED206-77AA3D-87A4E4,12|5|19|13|18|4,-,20:04,-,Sun,12,4,0,13,0,0,18,5,19,0
30-May-2011,D8470A-9C88F3-AED206-87A4E4-4E3B4C-CC2B77-647EED-77AA3D-25CB99-ECC5CE,15|13|11|9|4|16|19|17|11|9,fem,14:34,F,Mon,11,9,16,11,13,9,17,15,19,4
31-May-2011,AED206-25CB99-D8470A-CC2B77-647EED-ECC5CE-77AA3D-9C88F3-87A4E4-4E3B4C,13|18|17|18|5|8|8|11|4|10,masc,15:15,M,Tue,18,4,18,13,11,8,8,17,5,10
1-Jun-2011,647EED-77AA3D-CC2B77-25CB99-4E3B4C-ECC5CE-D8470A-AED206-87A4E4-9C88F3,10|15|13|20|20|9|8|6|9|14,Male,19:48,M,Wed,20,9,13,6,14,9,15,8,10,20
2-Jun-2011,9C88F3-4E3B4C-87A4E4-AED206-ECC5CE-CC2B77,8|7|5|19|9|15,Fem,12:25,F,Thu,0,5,15,19,8,9,0,0,0,7
3-Jun-2011,4E3B4C-CC2B77-647EED-9C88F3-AED206-25CB99-D8470A-ECC5CE-87A4E4-77AA3D,11|8|19|8|10|18|16|19|12|14,masc,11:54,M,Fri,18,12,8,10,8,19,14,16,19,11
4-Jun-2011,CC2B77-4E3B4C-87A4E4-ECC5CE,5|12|5|7,masc,10:27,M,Sat,0,5,5,0,0,7,0,0,0,12
5-Jun-2011,77AA3D-9C88F3-4E3B4C-647EED-AED206,5|10|20|13|20,Masc,9:47,M,Sun,0,0,0,20,10,0,5,0,13,20
6-Jun-2011,647EED-ECC5CE-4E3B4C-25CB99,12|18|11|12,M,17:55,M,Mon,12,0,0,0,0,18,0,0,12,11
7-Jun-2011,D8470A-CC2B77-9C88F3-87A4E4-77AA3D-AED206-25CB99,17|14|14|14|8|8|19,Masc,9:29,M,Tue,19,14,14,8,14,0,8,17,0,0
8-Jun-2011,4E3B4C-D8470A-AED206-ECC5CE-25CB99,6|15|12|11|5,Fem,20:50,F,Wed,5,0,0,12,0,11,0,15,0,6
9-Jun-2011,4E3B4C-CC2B77-9C88F3-77AA3D-87A4E4-647EED-ECC5CE,6|7|18|17|9|12|13,Fem,11:08,F,Thu,0,9,7,0,18,13,17,0,12,6
10-Jun-2011,AED206-CC2B77-25CB99-D8470A-4E3B4C-ECC5CE-647EED-87A4E4-77AA3D,6|8|17|17|8|11|6|13|12,Masc,18:29,M,Fri,17,13,8,6,0,11,12,17,6,8
11-Jun-2011,9C88F3-D8470A-CC2B77-ECC5CE-87A4E4-647EED-25CB99-77AA3D-4E3B4C-AED206,5|18|10|15|14|4|12|9|16|11,Fem,15:28,F,Sat,12,14,10,11,5,15,9,18,4,16
12-Jun-2011,77AA3D-AED206-4E3B4C,8|14|4,fem,18:17,F,Sun,0,0,0,14,0,0,8,0,0,4
13-Jun-2011,ECC5CE-AED206-87A4E4-647EED-4E3B4C-9C88F3-77AA3D,15|13|5|7|13|12|4,Masc,14:49,M,Mon,0,5,0,13,12,15,4,0,7,13
14-Jun-2011,CC2B77-647EED-4E3B4C-25CB99-87A4E4-77AA3D,7|19|9|11|10|17,Male,18:49,M,Tue,11,10,7,0,0,0,17,0,19,9
15-Jun-2011,647EED-9C88F3-77AA3D-ECC5CE-4E3B4C-AED206-D8470A-CC2B77-87A4E4,18|4|20|20|7|15|17|4|16,Fem,17:43,F,Wed,0,16,4,15,4,20,20,17,18,7
16-Jun-2011,4E3B4C-ECC5CE-87A4E4,17|17|9,Male,17:32,M,Thu,0,9,0,0,0,17,0,0,0,17
17-Jun-2011,AED206-647EED-CC2B77-87A4E4-77AA3D-4E3B4C-9C88F3-ECC5CE-D8470A-25CB99,4|14|7|19|19|17|8|5|13|20,Female,14:53,F,Fri,20,19,7,4,8,5,19,13,14,17
18-Jun-2011,25CB99-647EED-77AA3D,18|7|7,F,9:34,F,Sat,18,0,0,0,0,0,7,0,7,0
19-Jun-2011,D8470A-AED206-9C88F3-ECC5CE-CC2B77-77AA3D-4E3B4C-25CB99-87A4E4-647EED,4|9|10|10|14|7|20|18|9|10,Fem,9:19,F,Sun,18,9,14,9,10,10,7,4,10,20
20-Jun-2011,77AA3D-87A4E4-647EED-25CB99-ECC5CE-4E3B4C-AED206-9C88F3-CC2B77-D8470A,17|20|6|10|16|10|17|10|9|19,fem,19:46,F,Mon,10,20,9,17,10,16,17,19,6,10
21-Jun-2011,77AA3D-87A4E4-D8470A-AED206-25CB99-9C88F3-4E3B4C-CC2B77,16|7|11|4|6|13|15|11,M,15:10,M,Tue,6,7,11,4,13,0,16,11,0,15
22-Jun-2011,9C88F3-AED206-4E3B4C-D8470A-CC2B77-ECC5CE-77AA3D-25CB99-647EED,9|14|19|8|18|16|7|11|18,masc,16:47,M,Wed,11,0,18,14,9,16,7,8,18,19
23-Jun-2011,CC2B77-9C88F3-77AA3D-4E3B4C-87A4E4,10|9|4|12|9,masc,9:17,M,Thu,0,9,10,0,9,0,4,0,0,12
24-Jun-2011,D8470A-647EED-CC2B77-9C88F3-25CB99-4E3B4C-AED206-87A4E4-ECC5CE-77AA3D,20|7|15|13|14|17|8|5|17|13,masc,15:30,M,Fri,14,5,15,8,13,17,13,20,7,17
25-Jun-2011,77AA3D-87A4E4-D8470A-25CB99,16|5|10|6,M,10:43,M,Sat,6,5,0,0,0,0,16,10,0,0
26-Jun-2011,CC2B77-AED206-4E3B4C-77AA3D-9C88F3-D8470A,7|14|12|20|5|7,Female,14:12,F,Sun,0,0,7,14,5,0,20,7,0,12
27-Jun-2011,ECC5CE-9C88F3-25CB99,4|12|18,Masc,20:47,M,Mon,18,0,0,0,12,4,0,0,0,0
28-Jun-2011,4E3B4C-77AA3D-647EED-25CB99-CC2B77,18|5|15|4|18,Fem,11:05,F,Tue,4,0,18,0,0,0,5,0,15,18
29-Jun-2011,25CB99-AED206-9C88F3-CC2B77-4E3B4C-ECC5CE,6|19|7|20|6|8,M,14:25,M,Wed,6,0,20,19,7,8,0,0,0,6
30-Jun-2011,D8470A-AED206-87A4E4-4E3B4C-77AA3D,16|15|11|4|7,Masc,16:04,M,Thu,0,11,0,15,0,0,7,16,0,4
1-Jul-2011,AED206-25CB99-CC2B77-77AA3D-4E3B4C,5|13|16|4|12,Male,20:49,M,Fri,13,0,16,5,0,0,4,0,0,12
2-Jul-2011,AED206-D8470A-CC2B77-9C88F3-87A4E4-77AA3D-25CB99-ECC5CE-647EED,7|11|8|4|5|9|4|14|5,-,17:23,-,Sat,4,5,8,7,4,14,9,11,5,0
3-Jul-2011,D8470A-AED206-4E3B4C-CC2B77-647EED,16|17|19|19|16,F,14:49,F,Sun,0,0,19,17,0,0,0,16,16,19
4-Jul-2011,AED206-ECC5CE-77AA3D-87A4E4-9C88F3-647EED-D8470A,5|16|15|4|11|14|5,Fem,14:32,F,Mon,0,4,0,5,11,16,15,5,14,0
5-Jul-2011,9C88F3-AED206-25CB99-D8470A,12|14|14|5,Fem,17:42,F,Tue,14,0,0,14,12,0,0,5,0,0
6-Jul-2011,CC2B77-647EED-4E3B4C-AED206-D8470A-9C88F3-87A4E4,7|16|15|10|18|5|6,M,17:51,M,Wed,0,6,7,10,5,0,0,18,16,15
7-Jul-2011,AED206-25CB99-ECC5CE,11|16|14,Fem,15:39,F,Thu,16,0,0,11,0,14,0,0,0,0
8-Jul-2011,ECC5CE-77AA3D-4E3B4C-87A4E4-9C88F3-CC2B77-AED206-25CB99-647EED-D8470A,7|6|13|19|8|13|14|13|10|8,fem,19:30,F,Fri,13,19,13,14,8,7,6,8,10,13
9-Jul-2011,647EED-CC2B77-87A4E4-D8470A-9C88F3-ECC5CE-4E3B4C,9|15|11|14|5|18|10,Masc,13:17,M,Sat,0,11,15,0,5,18,0,14,9,10
10-Jul-2011,25CB99-AED206-647EED-87A4E4-9C88F3-4E3B4C-D8470A-ECC5CE-77AA3D-CC2B77,13|11|5|6|17|17|6|9|10|18,M,11:11,M,Sun,13,6,18,11,17,9,10,6,5,17
11-Jul-2011,AED206-647EED-9C88F3-D8470A-25CB99-ECC5CE-CC2B77-87A4E4-4E3B4C-77AA3D,8|5|4|15|12|16|4|14|11|12,-,20:40,-,Mon,12,14,4,8,4,16,12,15,5,11
12-Jul-2011,25CB99-CC2B77-AED206-D8470A,13|12|16|5,Masc,20:38,M,Tue,13,0,12,16,0,0,0,5,0,0
13-Jul-2011,D8470A-77AA3D-9C88F3-4E3B4C,13|5|15|11,Male,10:35,M,Wed,0,0,0,0,15,0,5,13,0,11
14-Jul-2011,AED206-87A4E4-9C88F3-4E3B4C-ECC5CE-647EED-77AA3D-CC2B77-D8470A-25CB99,12|10|15|9|4|9|12|8|19|20,Masc,8:38,M,Thu,20,10,8,12,15,4,12,19,9,9
15-Jul-2011,AED206-9C88F3-4E3B4C-87A4E4-77AA3D-25CB99,14|13|5|8|18|7,Masc,15:34,M,Fri,7,8,0,14,13,0,18,0,0,5
16-Jul-2011,87A4E4-647EED-CC2B77-9C88F3-ECC5CE-77AA3D-D8470A-AED206,5|13|10|4|7|10|12|20,F,16:04,F,Sat,0,5,10,20,4,7,10,12,13,0
17-Jul-2011,9C88F3-647EED-4E3B4C-25CB99-ECC5CE-77AA3D-87A4E4,20|14|14|9|7|6|7,M,13:17,M,Sun,9,7,0,0,20,7,6,0,14,14
18-Jul-2011,87A4E4-D8470A-4E3B4C-647EED-9C88F3-ECC5CE-77AA3D-AED206-25CB99-CC2B77,12|9|10|9|9|12|16|12|12|20,Female,13:11,F,Mon,12,12,20,12,9,12,16,9,9,10
19-Jul-2011,25CB99-AED206-87A4E4-9C88F3-4E3B4C-ECC5CE-CC2B77-647EED,19|11|20|8|4|15|18|11,Fem,18:05,F,Tue,19,20,18,11,8,15,0,0,11,4
20-Jul-2011,77AA3D-D8470A-647EED-25CB99-4E3B4C,19|19|4|12|17,fem,9:50,F,Wed,12,0,0,0,0,0,19,19,4,17
21-Jul-2011,87A4E4-25CB99-D8470A-9C88F3-647EED-4E3B4C,10|12|20|13|17|8,-,15:27,-,Thu,12,10,0,0,13,0,0,20,17,8
22-Jul-2011,D8470A-4E3B4C-647EED-87A4E4-AED206-CC2B77,8|6|14|14|17|11,Masc,12:21,M,Fri,0,14,11,17,0,0,0,8,14,6
23-Jul-2011,87A4E4-25CB99-4E3B4C,19|20|18,Fem,14:42,F,Sat,20,19,0,0,0,0,0,0,0,18
24-Jul-2011,CC2B77-25CB99-4E3B4C-647EED-87A4E4-AED206-9C88F3-D8470A-77AA3D-ECC5CE,17|11|18|6|18|5|5|12|5|19,masc,17:13,M,Sun,11,18,17,5,5,19,5,12,6,18
25-Jul-2011,647EED-9C88F3-25CB99-87A4E4-ECC5CE-D8470A-AED206-77AA3D,4|4|20|10|19|18|11|20,-,8:16,-,Mon,20,10,0,11,4,19,20,18,4,0
26-Jul-2011,77AA3D-CC2B77-647EED,8|20|18,Fem,20:10,F,Tue,0,0,20,0,0,0,8,0,18,0
27-Jul-2011,25CB99-9C88F3-AED206-87A4E4-ECC5CE-CC2B77-77AA3D-647EED-D8470A,10|11|10|12|15|15|17|8|18,fem,11:55,F,Wed,10,12,15,10,11,15,17,18,8,0
28-Jul-2011,25CB99-77AA3D-D8470A-647EED-87A4E4-AED206-4E3B4C-CC2B77-9C88F3,13|19|10|5|15|13|14|17|9,fem,18:51,F,Thu,13,15,17,13,9,0,19,10,5,14
29-Jul-2011,ECC5CE-87A4E4-647EED-4E3B4C,5|19|6|14,fem,12:25,F,Fri,0,19,0,0,0,5,0,0,6,14
30-Jul-2011,647EED-CC2B77-25CB99-4E3B4C-D8470A-87A4E4-ECC5CE-AED206-77AA3D-9C88F3,6|8|6|18|14|16|14|14|8|20,Fem,11:38,F,Sat,6,16,8,14,20,14,8,14,6,18
31-Jul-2011,25CB99-AED206-CC2B77-87A4E4-D8470A-9C88F3-77AA3D,13|10|12|12|10|16|19,M,13:09,M,Sun,13,12,12,10,16,0,19,10,0,0
1-Aug-2011,CC2B77-77AA3D-9C88F3-4E3B4C-25CB99-ECC5CE-87A4E4-AED206-D8470A-647EED,14|9|14|16|19|6|6|19|12|7,Male,16:50,M,Mon,19,6,14,19,14,6,9,12,7,16
2-Aug-2011,77AA3D-25CB99-9C88F3-CC2B77-647EED-4E3B4C-87A4E4-ECC5CE-D8470A,4|11|12|20|14|15|14|9|11,Male,20:22,M,Tue,11,14,20,0,12,9,4,11,14,15
3-Aug-2011,9C88F3-CC2B77-ECC5CE-25CB99-647EED-D8470A,16|18|19|8|5|5,Fem,12:49,F,Wed,8,0,18,0,16,19,0,5,5,0
4-Aug-2011,CC2B77-9C88F3-647EED-4E3B4C-AED206-87A4E4-D8470A-25CB99-77AA3D,15|8|18|17|11|17|8|20|19,fem,20:42,F,Thu,20,17,15,11,8,0,19,8,18,17
5-Aug-2011,ECC5CE-CC2B77-25CB99-647EED-D8470A-87A4E4-4E3B4C-77AA3D-AED206-9C88F3,20|7|18|10|7|11|12|6|6|12,M,15:36,M,Fri,18,11,7,6,12,20,6,7,10,12
6-Aug-2011,9C88F3-ECC5CE-25CB99-4E3B4C-77AA3D-CC2B77-AED206-87A4E4,9|17|16|9|12|18|11|5,-,14:45,-,Sat,16,5,18,11,9,17,12,0,0,9
7-Aug-2011,25CB99-87A4E4-AED206-647EED,13|20|5|17,Masc,9:46,M,Sun,13,20,0,5,0,0,0,0,17,0
